"","OBJECTID","gap_number","plot_id","Fd","ZONAL_UNIT","SS1","SS1_","SS2","SS2_","SS3","SS3_","SS_name","SI"
"20",137,34,"34_ 137",0,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"21",140,129,"129_ 140",0,"IDFxm",2,0.5,4,0.5,NA,NA,NA,NA
"22",148,70,"70_ 148",0,"IDFxm",8,0.6,7,0.4,NA,NA,NA,NA
"23",151,68,"68_ 151",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"24",160,57,"57_ 160",4000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"25",167,33,"33_ 167",0,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"26",170,30,"30_ 170",26000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"27",175,122,"122_ 175",34000,"IDFxm",2,0.6,4,0.3,1,0.1,"Fd - Pinegrass - Feathermoss",16.4
"28",182,49,"49_ 182",0,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"29",198,67,"67_ 198",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"30",207,122,"122_ 207",1000,"IDFxm",2,0.6,4,0.3,1,0.1,"Fd - Pinegrass - Feathermoss",16.4
"31",213,65,"65_ 213",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"32",220,49,"49_ 220",11000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"33",225,65,"65_ 225",3000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"34",232,52,"52_ 232",0,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"35",234,65,"65_ 234",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"36",241,49,"49_ 241",25000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"37",247,52,"52_ 247",5000,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"38",253,58,"58_ 253",13000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"39",256,38,"38_ 256",2000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"40",271,37,"37_ 271",1000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"41",273,39,"39_ 273",2000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"42",293,63,"63_ 293",1000,"IDFxm",8,0.6,7,0.4,NA,NA,NA,NA
"43",305,70,"70_ 305",0,"IDFxm",8,0.6,7,0.4,NA,NA,NA,NA
"44",308,28,"28_ 308",1000,"IDFxm",1,0.4,3,0.4,4,0.2,"Fd - Bluebunch wheatgrass - Pasture sage",14.8
"45",325,51,"51_ 325",11000,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"46",331,14,"14_ 331",0,"IDFxm",1,0.8,3,0.1,4,0.1,"Fd - Bluebunch wheatgrass - Pasture sage",14.8
"47",335,65,"65_ 335",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"48",349,64,"64_ 349",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"49",357,57,"57_ 357",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"50",372,57,"57_ 372",2000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"51",374,57,"57_ 374",3000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"52",397,36,"36_ 397",0,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"53",398,29,"29_ 398",5000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"54",402,54,"54_ 402",18000,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"55",407,34,"34_ 407",0,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"56",426,55,"55_ 426",0,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"57",438,48,"48_ 438",0,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"58",452,61,"61_ 452",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"59",458,66,"66_ 458",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"60",459,49,"49_ 459",0,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"61",462,11,"11_ 462",0,"IDFxm",1,0.8,3,0.1,4,0.1,"Fd - Bluebunch wheatgrass - Pasture sage",14.8
"62",469,64,"64_ 469",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"63",475,49,"49_ 475",6000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"64",489,68,"68_ 489",1000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"65",508,39,"39_ 508",6000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"66",510,57,"57_ 510",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"67",516,67,"67_ 516",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"68",532,22,"22_ 532",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"69",533,66,"66_ 533",4000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"70",537,39,"39_ 537",0,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"71",538,57,"57_ 538",1000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"72",563,44,"44_ 563",1000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"73",569,52,"52_ 569",48000,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"74",579,52,"52_ 579",2000,"IDFxm",1,0.6,4,0.4,NA,NA,NA,NA
"75",590,57,"57_ 590",0,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
"76",592,70,"70_ 592",0,"IDFxm",8,0.6,7,0.4,NA,NA,NA,NA
"77",594,23,"23_ 594",0,"IDFxm",1,0.8,3,0.1,4,0.1,"Fd - Bluebunch wheatgrass - Pasture sage",14.8
"78",596,49,"49_ 596",10000,"IDFxm",1,0.8,4,0.2,NA,NA,NA,NA
"79",598,64,"64_ 598",3000,"IDFxm",1,1,NA,NA,NA,NA,NA,NA
