"","OBJECTID","gap_number","plot_id","Fd","ZONAL_UNIT","SS1","SS1_","SS2","SS2_","SS3","SS3_","SS_name","SI"
"214",269,76,"76_ 269",9000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"215",270,115,"115_ 270",4000,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"216",272,111,"111_ 272",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"217",274,220,"220_ 274",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"218",275,133,"133_ 275",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"219",276,230,"230_ 276",11000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"220",277,185,"185_ 277",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"221",278,112,"112_ 278",4000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"222",279,126,"126_ 279",5000,"IDFdk3",1,0.7,4,0.3,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"223",280,17,"17_ 280",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"224",281,2,"2_ 281",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"225",282,73,"73_ 282",4000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"226",283,211,"211_ 283",4000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"227",284,189,"189_ 284",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"228",285,174,"174_ 285",0,"IDFdk3",5,0.8,8,0.2,NA,NA,"Fd - Feathermoss - Step moss",15
"229",286,196,"196_ 286",7000,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"230",288,202,"202_ 288",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"231",289,149,"149_ 289",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"232",290,115,"115_ 290",2000,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"233",291,174,"174_ 291",0,"IDFdk3",5,0.8,8,0.2,NA,NA,"Fd - Feathermoss - Step moss",15
"234",292,2,"2_ 292",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"235",294,118,"118_ 294",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"236",295,163,"163_ 295",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"237",296,173,"173_ 296",0,"IDFdk3",7,0.8,5,0.1,8,0.1,"SxwFd - Prickly rose - Sedge",20.2
"238",297,185,"185_ 297",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"239",298,83,"83_ 298",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"240",299,155,"155_ 299",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"241",300,114,"114_ 300",0,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"242",301,169,"169_ 301",1000,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"243",302,123,"123_ 302",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"244",303,118,"118_ 303",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"245",304,21,"21_ 304",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"246",306,184,"184_ 306",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"247",307,202,"202_ 307",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"248",309,169,"169_ 309",1000,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"249",310,194,"194_ 310",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"250",311,180,"180_ 311",9000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"251",312,20,"20_ 312",3000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"252",313,196,"196_ 313",14000,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"253",314,111,"111_ 314",4000,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"254",315,115,"115_ 315",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"255",316,239,"239_ 316",12000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"256",317,2,"2_ 317",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"257",318,230,"230_ 318",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"258",319,206,"206_ 319",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"259",320,178,"178_ 320",8000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"260",322,216,"216_ 322",14000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"261",323,210,"210_ 323",2000,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"262",324,20,"20_ 324",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"263",326,172,"172_ 326",1000,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"264",327,76,"76_ 327",39000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"265",328,174,"174_ 328",5000,"IDFdk3",5,0.8,8,0.2,NA,NA,"Fd - Feathermoss - Step moss",15
"266",329,200,"200_ 329",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"267",330,2,"2_ 330",9000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"268",332,170,"170_ 332",1000,"IDFdk3",5,1,NA,NA,NA,NA,"Fd - Feathermoss - Step moss",15
"269",333,5,"5_ 333",0,"IDFdk3",8,0.6,1,0.3,4,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"270",334,134,"134_ 334",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"271",336,19,"19_ 336",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"272",337,114,"114_ 337",8000,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"273",338,151,"151_ 338",7000,"IDFdk3",8,0.5,4,0.3,5,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"274",339,76,"76_ 339",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"275",340,235,"235_ 340",17000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"276",341,175,"175_ 341",6000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"277",342,136,"136_ 342",2000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"278",343,133,"133_ 343",4000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"279",344,216,"216_ 344",6000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"280",346,148,"148_ 346",6000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"281",347,113,"113_ 347",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"282",348,105,"105_ 348",4000,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"283",350,151,"151_ 350",5000,"IDFdk3",8,0.5,4,0.3,5,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"284",351,185,"185_ 351",28000,"IDFdk3",1,0.6,8,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"285",352,148,"148_ 352",9000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"286",353,115,"115_ 353",8000,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"287",354,156,"156_ 354",18000,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"288",355,201,"201_ 355",27000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"289",356,213,"213_ 356",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"290",358,144,"144_ 358",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"291",359,76,"76_ 359",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"292",360,94,"94_ 360",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"293",363,183,"183_ 363",6000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"294",364,201,"201_ 364",27000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"295",365,194,"194_ 365",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"296",366,114,"114_ 366",2000,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"297",367,76,"76_ 367",25000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"298",368,182,"182_ 368",0,"IDFdk3",7,0.8,5,0.1,8,0.1,"SxwFd - Prickly rose - Sedge",20.2
"299",369,155,"155_ 369",1000,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"300",370,225,"225_ 370",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"301",371,223,"223_ 371",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"302",373,160,"160_ 373",2000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"303",375,88,"88_ 375",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"304",376,134,"134_ 376",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"305",377,21,"21_ 377",3000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"306",378,220,"220_ 378",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"307",379,216,"216_ 379",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"308",380,134,"134_ 380",19000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"309",381,175,"175_ 381",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"310",382,12,"12_ 382",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"311",383,239,"239_ 383",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"312",384,107,"107_ 384",6000,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"313",385,8,"8_ 385",0,"IDFdk3",8,0.6,1,0.3,4,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"314",386,199,"199_ 386",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"315",387,125,"125_ 387",2000,"IDFdk3",1,0.7,4,0.3,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"316",388,112,"112_ 388",8000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"317",389,8,"8_ 389",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"318",390,35,"35_ 390",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"319",391,105,"105_ 391",9000,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"320",392,233,"233_ 392",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"321",393,111,"111_ 393",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"322",394,111,"111_ 394",3000,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"323",396,167,"167_ 396",4000,"IDFdk3",5,1,NA,NA,NA,NA,"Fd - Feathermoss - Step moss",15
"324",399,228,"228_ 399",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"325",401,204,"204_ 401",9000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"326",404,197,"197_ 404",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"327",405,140,"140_ 405",3000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"328",406,229,"229_ 406",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"329",408,87,"87_ 408",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"330",409,5,"5_ 409",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"331",410,172,"172_ 410",2000,"IDFdk3",9,1,NA,NA,NA,NA,"Sxw - Horsetail - Glow moss",NA
"332",411,220,"220_ 411",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"333",412,81,"81_ 412",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"334",413,111,"111_ 413",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"335",414,187,"187_ 414",0,"IDFdk3",7,0.8,5,0.1,8,0.1,"SxwFd - Prickly rose - Sedge",20.2
"336",415,5,"5_ 415",3000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"337",417,92,"92_ 417",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"338",418,105,"105_ 418",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"339",419,115,"115_ 419",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"340",420,5,"5_ 420",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"341",421,112,"112_ 421",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"342",422,213,"213_ 422",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"343",423,202,"202_ 423",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"344",424,196,"196_ 424",0,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"345",425,111,"111_ 425",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"346",427,142,"142_ 427",5000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"347",428,20,"20_ 428",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"348",429,31,"31_ 429",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"349",430,134,"134_ 430",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"350",431,175,"175_ 431",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"351",432,21,"21_ 432",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"352",433,175,"175_ 433",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"353",434,2,"2_ 434",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"354",435,213,"213_ 435",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"355",436,220,"220_ 436",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"356",437,202,"202_ 437",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"357",439,111,"111_ 439",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"358",440,155,"155_ 440",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"359",441,76,"76_ 441",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"360",442,94,"94_ 442",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"361",443,175,"175_ 443",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"362",444,155,"155_ 444",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"363",445,196,"196_ 445",0,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"364",446,155,"155_ 446",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"365",447,142,"142_ 447",0,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"366",448,35,"35_ 448",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"367",449,175,"175_ 449",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"368",450,210,"210_ 450",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"369",451,155,"155_ 451",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"370",453,81,"81_ 453",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"371",454,95,"95_ 454",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"372",455,236,"236_ 455",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"373",456,89,"89_ 456",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"374",457,175,"175_ 457",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"375",460,213,"213_ 460",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"376",461,115,"115_ 461",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"377",463,187,"187_ 463",6000,"IDFdk3",5,0.8,8,0.2,NA,NA,"Fd - Feathermoss - Step moss",15
"378",464,167,"167_ 464",0,"IDFdk3",5,1,NA,NA,NA,NA,"Fd - Feathermoss - Step moss",15
"379",465,170,"170_ 465",0,"IDFdk3",5,1,NA,NA,NA,NA,"Fd - Feathermoss - Step moss",15
"380",466,187,"187_ 466",0,"IDFdk3",7,0.8,5,0.1,8,0.1,"SxwFd - Prickly rose - Sedge",20.2
"381",467,208,"208_ 467",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"382",468,202,"202_ 468",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"383",470,31,"31_ 470",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"384",471,155,"155_ 471",1000,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"385",472,205,"205_ 472",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"386",473,75,"75_ 473",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"387",474,111,"111_ 474",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"388",476,76,"76_ 476",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"389",477,5,"5_ 477",0,"IDFdk3",8,0.6,1,0.3,4,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"390",479,220,"220_ 479",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"391",480,119,"119_ 480",0,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"392",482,81,"81_ 482",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"393",483,20,"20_ 483",5000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"394",484,20,"20_ 484",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"395",485,157,"157_ 485",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"396",486,2,"2_ 486",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"397",487,111,"111_ 487",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"398",488,114,"114_ 488",0,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"399",490,154,"154_ 490",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"400",491,20,"20_ 491",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"401",492,106,"106_ 492",3000,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"402",494,26,"26_ 494",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"403",495,139,"139_ 495",2000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"404",496,111,"111_ 496",0,"IDFdk3",8,0.7,1,0.2,7,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"405",497,175,"175_ 497",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"406",498,17,"17_ 498",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"407",499,151,"151_ 499",15000,"IDFdk3",8,0.5,4,0.3,5,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"408",500,175,"175_ 500",6000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"409",501,237,"237_ 501",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"410",502,85,"85_ 502",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"411",503,2,"2_ 503",2000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"412",504,31,"31_ 504",2000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"413",505,177,"177_ 505",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"414",506,199,"199_ 506",1000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"415",507,219,"219_ 507",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"416",509,236,"236_ 509",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"417",512,76,"76_ 512",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"418",513,170,"170_ 513",0,"IDFdk3",5,1,NA,NA,NA,NA,"Fd - Feathermoss - Step moss",15
"419",514,205,"205_ 514",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"420",515,185,"185_ 515",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"421",517,118,"118_ 517",1000,"IDFdk3",5,0.7,8,0.2,1,0.1,"Fd - Feathermoss - Step moss",15
"422",518,157,"157_ 518",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"423",519,77,"77_ 519",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"424",520,136,"136_ 520",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"425",521,117,"117_ 521",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"426",522,2,"2_ 522",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"427",523,87,"87_ 523",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
