"","OBJECTID","gap_number","plot_id","Fd","ZONAL_UNIT","SS1","SS1_","SS2","SS2_","SS3","SS3_","SS_name","SI"
"142",180,111,"111_ 180",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"143",181,155,"155_ 181",0,"IDFdk3",8,0.8,1,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"144",184,202,"202_ 184",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"145",185,216,"216_ 185",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"146",186,5,"5_ 186",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"147",187,148,"148_ 187",0,"IDFdk3",8,0.8,5,0.2,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"148",188,225,"225_ 188",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"149",189,20,"20_ 189",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"150",190,185,"185_ 190",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"151",191,4,"4_ 191",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"152",192,112,"112_ 192",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"153",193,127,"127_ 193",0,"IDFdk3",1,0.7,4,0.3,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"154",194,202,"202_ 194",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"155",195,177,"177_ 195",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"156",196,105,"105_ 196",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"157",197,160,"160_ 197",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"158",200,175,"175_ 200",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"159",201,174,"174_ 201",0,"IDFdk3",5,0.8,8,0.2,NA,NA,"Fd - Feathermoss - Step moss",15
"160",202,118,"118_ 202",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"161",203,17,"17_ 203",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"162",204,7,"7_ 204",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"163",205,90,"90_ 205",5000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"164",206,85,"85_ 206",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"165",208,238,"238_ 208",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"166",209,236,"236_ 209",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"167",210,175,"175_ 210",5000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"168",211,205,"205_ 211",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"169",212,225,"225_ 212",1000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"170",214,135,"135_ 214",0,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"171",215,193,"193_ 215",2000,"IDFdk3",1,0.6,8,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"172",217,119,"119_ 217",1000,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
"173",218,119,"119_ 218",2000,"IDFdk3",1,0.7,4,0.3,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"174",219,5,"5_ 219",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"175",221,5,"5_ 221",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"176",222,220,"220_ 222",13000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"177",223,9,"9_ 223",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"178",224,95,"95_ 224",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"179",226,177,"177_ 226",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"180",227,175,"175_ 227",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"181",228,176,"176_ 228",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"182",229,162,"162_ 229",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"183",231,115,"115_ 231",12000,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"184",233,75,"75_ 233",6000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"185",235,20,"20_ 235",5000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"186",237,205,"205_ 237",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"187",238,2,"2_ 238",1000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"188",239,20,"20_ 239",10000,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"189",240,220,"220_ 240",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"190",242,170,"170_ 242",30000,"IDFdk3",5,1,NA,NA,NA,NA,"Fd - Feathermoss - Step moss",15
"191",243,218,"218_ 243",7000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"192",244,124,"124_ 244",0,"IDFdk3",5,0.7,8,0.2,1,0.1,"Fd - Feathermoss - Step moss",15
"193",245,203,"203_ 245",2000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"194",246,216,"216_ 246",3000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"195",248,196,"196_ 248",0,"IDFdk3",8,1,NA,NA,NA,NA,"SxwFd - Prickly rose - Sarsaparilla",21.9
"196",249,149,"149_ 249",0,"IDFdk3",1,0.6,4,0.4,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"197",250,189,"189_ 250",10000,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"198",251,115,"115_ 251",2000,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"199",252,76,"76_ 252",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"200",254,108,"108_ 254",1000,"IDFdk3",8,0.5,1,0.3,7,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"201",255,147,"147_ 255",11000,"IDFdk3",8,0.5,4,0.3,5,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"202",257,202,"202_ 257",0,"IDFdk3",1,0.8,8,0.2,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"203",258,76,"76_ 258",10000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"204",259,118,"118_ 259",0,"IDFdk3",5,0.5,1,0.4,8,0.1,"Fd - Feathermoss - Step moss",15
"205",260,134,"134_ 260",1000,"IDFdk3",1,0.9,4,0.1,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"206",261,5,"5_ 261",0,"IDFdk3",8,0.6,1,0.3,4,0.1,"SxwFd - Prickly rose - Sarsaparilla",21.9
"207",262,176,"176_ 262",0,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"208",263,173,"173_ 263",1000,"IDFdk3",7,0.8,5,0.1,8,0.1,"SxwFd - Prickly rose - Sedge",20.2
"209",264,180,"180_ 264",10000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"210",265,226,"226_ 265",19000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"211",266,88,"88_ 266",23000,"IDFdk3",1,1,NA,NA,NA,NA,"FdPl - Pinegrass - Feathermoss",17.1
"212",267,105,"105_ 267",0,"IDFdk3",8,0.6,7,0.2,1,0.2,"SxwFd - Prickly rose - Sarsaparilla",21.9
"213",268,172,"172_ 268",57000,"IDFdk3",NA,NA,NA,NA,NA,NA,NA,NA
